name,calories,protein,carbs,fat,sugar,benefits,cons,advice
collard raw,12,1.1,2.0,0.2,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
chrysanthemum cooked,20,1.6,4.3,0.036,2.0,Contains nutrition,Depends on quantity,Maintain balanced diet
oriental radish dried,314,9.2,73.5,0.8,43.3,Contains nutrition,Depends on quantity,Maintain balanced diet
tomatillos,42,1.3,7.7,1.3,5.2,Contains nutrition,Depends on quantity,Maintain balanced diet
taro shoots raw,9,0.8,2.0,0.069,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
acorn squash raw,172,3.4,44.9,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
leeks dried,10,0.5,2.4,0.026,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cabbage raw,70,3.6,16.2,0.3,9.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet red peppers cooked,19,0.7,4.5,0.1,3.2,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet red peppers raw,46,1.5,9.0,0.4,6.3,Contains nutrition,Depends on quantity,Maintain balanced diet
cucumber peeled,16,0.8,2.9,0.2,1.8,Contains nutrition,Depends on quantity,Maintain balanced diet
purslane raw,9,0.9,1.5,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
peas onions cooked,81,4.6,15.5,0.4,6.8,Contains nutrition,Depends on quantity,Maintain balanced diet
tomato cooked,22,1.2,4.9,0.1,3.1,Contains nutrition,Depends on quantity,Maintain balanced diet
taro shoots cooked,20,1.0,4.5,0.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
scots kale raw,28,1.9,5.6,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
artichoke raw,60,4.2,13.5,0.2,1.3,Contains nutrition,Depends on quantity,Maintain balanced diet
navy bean sprouts raw,70,6.4,13.6,0.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet pickles,146,0.9,33.8,0.7,29.2,Contains nutrition,Depends on quantity,Maintain balanced diet
oriental radish cooked,25,1.0,5.0,0.4,2.7,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet potato leaves raw,15,0.9,3.1,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
irishmoss,2,0.037,0.6,0.049,0.098,Contains nutrition,Depends on quantity,Maintain balanced diet
drumstick leaves cooked,25,2.2,4.7,0.4,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
winter squash raw,39,1.1,10.0,0.2,2.6,Contains nutrition,Depends on quantity,Maintain balanced diet
pumpkin raw,30,1.2,7.5,0.1,3.2,Contains nutrition,Depends on quantity,Maintain balanced diet
chicory greens,7,0.5,1.4,0.096,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
spinach cooked,41,5.3,6.8,0.5,0.8,Contains nutrition,Depends on quantity,Maintain balanced diet
radish pickled,42,1.7,7.8,0.5,3.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet onion,106,2.6,25.0,0.3,16.6,Contains nutrition,Depends on quantity,Maintain balanced diet
salsify cooked,92,3.7,20.7,0.2,3.9,Contains nutrition,Depends on quantity,Maintain balanced diet
radish seeds sprouted,16,1.4,1.4,1.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
turnips raw,51,1.6,11.8,0.2,7.0,Contains nutrition,Depends on quantity,Maintain balanced diet
burdock root raw,85,1.8,20.5,0.2,3.4,Contains nutrition,Depends on quantity,Maintain balanced diet
red cabbage cooked,49,2.6,11.8,0.2,5.6,Contains nutrition,Depends on quantity,Maintain balanced diet
jute raw,10,1.3,1.6,0.046,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
hot chile pepper dried,2,0.054,0.3,0.054,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
salsify raw,109,4.4,24.7,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
crookneck squash raw,24,1.3,4.9,0.3,4.5,Contains nutrition,Depends on quantity,Maintain balanced diet
indian squash cooked,38,0.7,7.6,0.4,4.7,Contains nutrition,Depends on quantity,Maintain balanced diet
poi,269,0.9,65.4,0.3,0.9,Contains nutrition,Depends on quantity,Maintain balanced diet
sesbania flower cooked,22,1.2,5.3,0.007,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
acorn squash cooked,115,2.3,29.9,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cauliflower cooked,29,2.3,5.1,0.6,2.6,Contains nutrition,Depends on quantity,Maintain balanced diet
crookneck squash cooked,34,1.9,6.8,0.7,4.5,Contains nutrition,Depends on quantity,Maintain balanced diet
laver seaweed,1,0.2,0.1,0.012,0.071,Contains nutrition,Depends on quantity,Maintain balanced diet
mountain yam cooked,119,2.5,29.0,0.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pumpkin flowers raw,5,0.3,1.1,0.084,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
mustard greens raw,15,1.6,2.6,0.2,0.7,Contains nutrition,Depends on quantity,Maintain balanced diet
arrowhead,12,0.6,2.4,0.084,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
japanese cabbage,45,2.4,8.5,0.2,2.0,Contains nutrition,Depends on quantity,Maintain balanced diet
mung bean sprouts cooked,24,2.5,4.5,0.1,3.5,Contains nutrition,Depends on quantity,Maintain balanced diet
scallop squash cooked,29,1.9,5.9,0.3,2.7,Contains nutrition,Depends on quantity,Maintain balanced diet
pumpkin leaves cooked,15,1.9,2.4,0.2,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
hungarian pepper,8,0.2,1.8,0.1,1.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet potato baked,103,2.3,23.6,0.2,7.4,Contains nutrition,Depends on quantity,Maintain balanced diet
chinese cabbage pe tsai raw,12,0.9,2.5,0.2,1.1,Contains nutrition,Depends on quantity,Maintain balanced diet
taro raw,116,1.6,27.5,0.2,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
yam bean jicama,49,0.9,11.5,0.1,2.3,Contains nutrition,Depends on quantity,Maintain balanced diet
olives,10,0.09,0.5,0.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
mustard greens cooked,36,3.6,6.3,0.7,2.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pumpkin flowers cooked,20,1.5,4.4,0.1,3.2,Contains nutrition,Depends on quantity,Maintain balanced diet
tree fern cooked,57,0.4,15.3,0.096,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
yellow corn raw,606,15.6,123.3,7.9,1.1,Contains nutrition,Depends on quantity,Maintain balanced diet
endive,9,0.6,1.7,0.1,0.1,Contains nutrition,Depends on quantity,Maintain balanced diet
wakame,36,2.4,7.3,0.5,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
tahitian taro raw,55,3.5,8.6,1.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
broccoli raw,31,2.6,6.0,0.3,1.5,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet green peppers raw,30,1.3,6.9,0.3,3.6,Contains nutrition,Depends on quantity,Maintain balanced diet
chinese cabbage pak choi cooked,20,2.7,3.0,0.3,1.4,Contains nutrition,Depends on quantity,Maintain balanced diet
agar,1,0.053,0.3,0.058,0.005,Contains nutrition,Depends on quantity,Maintain balanced diet
watercress,4,0.8,0.4,0.006,0.099,Contains nutrition,Depends on quantity,Maintain balanced diet
beet greens cooked,39,3.7,7.9,0.3,0.9,Contains nutrition,Depends on quantity,Maintain balanced diet
winter squash cooked,76,1.8,18.1,0.7,6.8,Contains nutrition,Depends on quantity,Maintain balanced diet
new zealand spinach raw,8,0.8,1.4,0.1,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
okra,4,0.2,0.9,0.082,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
yautia tannier,132,2.0,31.9,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
mustard spinach cooked,29,3.1,5.0,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
rhubarb cooked,278,0.9,74.9,0.1,68.9,Contains nutrition,Depends on quantity,Maintain balanced diet
beets raw,58,2.2,13.0,0.2,9.2,Contains nutrition,Depends on quantity,Maintain balanced diet
drumstick pods raw,37,2.1,8.5,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
baby zucchini,2,0.3,0.3,0.089,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
onion raw,16,0.4,3.7,0.048,1.7,Contains nutrition,Depends on quantity,Maintain balanced diet
romanesco cooked,39,3.7,7.7,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
butternut squash raw,90,2.0,23.4,0.2,4.4,Contains nutrition,Depends on quantity,Maintain balanced diet
amaranth leaves,6,0.7,1.1,0.075,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
turnip greens raw,18,0.8,3.9,0.2,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
spaghetti squash raw,31,0.6,7.0,0.6,2.8,Contains nutrition,Depends on quantity,Maintain balanced diet
seaweed dry,52,3.1,9.2,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
yam cooked,158,2.0,37.4,0.2,0.7,Contains nutrition,Depends on quantity,Maintain balanced diet
corn dried,119,4.1,18.8,3.0,6.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cucumber,23,1.0,5.4,0.2,2.5,Contains nutrition,Depends on quantity,Maintain balanced diet
arrowroot,78,5.1,16.1,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cardoon raw,30,1.2,7.2,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
bamboo shoots cooked,14,1.8,2.3,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
summer squash raw,42,3.1,8.7,0.5,5.7,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet potato raw,112,2.0,26.2,0.002,5.4,Contains nutrition,Depends on quantity,Maintain balanced diet
green tomato,42,2.2,9.3,0.4,7.3,Contains nutrition,Depends on quantity,Maintain balanced diet
beet greens raw,8,0.8,1.6,0.078,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
savoy cabbage cooked,41,3.1,9.2,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
witloof chicory,9,0.5,2.1,0.031,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
turnips cooked,34,1.1,7.9,0.1,4.7,Contains nutrition,Depends on quantity,Maintain balanced diet
dried tomatoes,5,0.3,1.1,0.053,0.8,Contains nutrition,Depends on quantity,Maintain balanced diet
radicchio,15,0.9,2.9,0.2,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
mixed vegetables cooked,118,5.2,23.8,0.3,5.7,Contains nutrition,Depends on quantity,Maintain balanced diet
yellow tomato,32,2.1,6.3,0.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cardoon cooked,26,0.9,6.4,0.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
spinach raw,7,0.9,1.1,0.1,0.1,Contains nutrition,Depends on quantity,Maintain balanced diet
kale raw,7,0.6,0.9,0.3,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
drumstick pods cooked,42,2.5,9.7,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
kohlrabi raw,72,4.5,16.4,0.3,6.9,Contains nutrition,Depends on quantity,Maintain balanced diet
lentil sprouts,82,6.9,17.0,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
carrots raw,25,0.6,5.8,0.1,2.9,Contains nutrition,Depends on quantity,Maintain balanced diet
red chili peppers,18,0.8,4.0,0.2,2.4,Contains nutrition,Depends on quantity,Maintain balanced diet
fennel,73,2.9,17.1,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet corn white,63,2.4,13.9,0.9,2.4,Contains nutrition,Depends on quantity,Maintain balanced diet
celeriac raw,66,2.3,14.4,0.5,2.5,Contains nutrition,Depends on quantity,Maintain balanced diet
hubbard squash raw,46,2.3,10.1,0.6,4.6,Contains nutrition,Depends on quantity,Maintain balanced diet
brussels sprouts cooked,8,0.5,1.5,0.1,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
carrots cooked,16,0.3,3.8,0.092,1.6,Contains nutrition,Depends on quantity,Maintain balanced diet
lambs quarters raw,0,0.08,0.069,0.067,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
lotus root cooked,6,0.1,1.4,0.056,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
split peas raw,672,48.4,118.9,2.3,15.8,Contains nutrition,Depends on quantity,Maintain balanced diet
scots kale cooked,36,2.5,7.3,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
corn cooked,99,3.5,21.6,1.5,4.7,Contains nutrition,Depends on quantity,Maintain balanced diet
radish raw,1,0.042,0.2,0.026,0.066,Contains nutrition,Depends on quantity,Maintain balanced diet
stinging nettles,37,2.4,6.7,0.007,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
baby carrots,5,0.031,1.2,0.053,0.7,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet yellow peppers,50,1.9,11.8,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
taro leaves raw,12,1.4,1.9,0.2,0.8,Contains nutrition,Depends on quantity,Maintain balanced diet
corn raw,123,4.7,26.7,1.9,9.0,Contains nutrition,Depends on quantity,Maintain balanced diet
roselle,28,0.5,6.4,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
drumstick leaves raw,13,2.0,1.7,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
scallop squash raw,23,1.6,5.0,0.3,3.1,Contains nutrition,Depends on quantity,Maintain balanced diet
chicory roots,65,1.3,15.8,0.2,7.9,Contains nutrition,Depends on quantity,Maintain balanced diet
brussels sprouts raw,8,0.6,1.7,0.077,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
kale cooked,42,3.5,6.3,1.4,1.4,Contains nutrition,Depends on quantity,Maintain balanced diet
pupusas con frijoles,289,7.0,39.7,11.4,1.6,Contains nutrition,Depends on quantity,Maintain balanced diet
mustard cabbage,36,1.4,7.2,0.1,1.8,Contains nutrition,Depends on quantity,Maintain balanced diet
gourd raw,19,1.1,4.1,0.2,1.9,Contains nutrition,Depends on quantity,Maintain balanced diet
butternut squash cooked,80,1.8,21.0,0.2,3.9,Contains nutrition,Depends on quantity,Maintain balanced diet
burdock root cooked,146,3.5,35.1,0.2,5.9,Contains nutrition,Depends on quantity,Maintain balanced diet
cassava,330,2.8,78.4,0.6,3.5,Contains nutrition,Depends on quantity,Maintain balanced diet
peas carrots cooked,77,4.9,16.2,0.7,7.0,Contains nutrition,Depends on quantity,Maintain balanced diet
romaine lettuce,8,0.6,1.5,0.1,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
yam raw,177,2.3,41.8,0.3,0.8,Contains nutrition,Depends on quantity,Maintain balanced diet
chowchow pickles,296,3.7,65.3,2.2,58.5,Contains nutrition,Depends on quantity,Maintain balanced diet
prairie turnips raw,20,0.3,4.5,0.029,0.1,Contains nutrition,Depends on quantity,Maintain balanced diet
savoy cabbage raw,19,1.4,4.3,0.017,1.6,Contains nutrition,Depends on quantity,Maintain balanced diet
celery raw,6,0.3,1.2,0.045,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
celeriac cooked,42,1.5,9.1,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
mustard spinach raw,33,3.3,5.9,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
zucchini raw,44,3.1,8.1,0.8,6.5,Contains nutrition,Depends on quantity,Maintain balanced diet
okra cooked,35,3.0,7.2,0.3,3.8,Contains nutrition,Depends on quantity,Maintain balanced diet
white icicle radish,14,1.1,2.6,0.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
orange tomato,18,1.3,3.5,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pumpkin leaves raw,7,1.2,0.9,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
spaghetti squash cooked,42,1.0,10.0,0.4,3.9,Contains nutrition,Depends on quantity,Maintain balanced diet
white corn cooked,100,3.4,22.4,1.5,8.0,Contains nutrition,Depends on quantity,Maintain balanced diet
artichoke cooked,64,3.5,14.3,0.4,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
avocado,432,5.4,23.0,39.6,1.8,Contains nutrition,Depends on quantity,Maintain balanced diet
string beans wellsley farms,8,0.3,1.7,0.0,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
lambs quarters cooked,58,5.8,9.0,1.3,1.1,Contains nutrition,Depends on quantity,Maintain balanced diet
peas cooked,134,8.6,25.0,0.4,9.5,Contains nutrition,Depends on quantity,Maintain balanced diet
beets cooked,22,0.8,5.0,0.085,4.0,Contains nutrition,Depends on quantity,Maintain balanced diet
shallots dried,3,0.1,0.7,0.013,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
green lettuce,23,2.0,4.3,0.2,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
kohlrabi cooked,48,3.0,11.0,0.2,4.6,Contains nutrition,Depends on quantity,Maintain balanced diet
kanpyo dried,139,4.6,35.1,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
prairie turnips boiled,18,0.2,4.2,0.086,0.7,Contains nutrition,Depends on quantity,Maintain balanced diet
broccoli raab cooked,21,3.3,2.7,0.4,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
summer squash cooked,49,2.7,9.9,1.0,6.4,Contains nutrition,Depends on quantity,Maintain balanced diet
taro cooked,187,0.7,45.7,0.1,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
spring onion scallions,6,0.4,1.5,0.077,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
hubbard squash cooked,57,2.8,12.3,0.7,5.6,Contains nutrition,Depends on quantity,Maintain balanced diet
jalapeno pepper,4,0.1,0.9,0.002,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
new zealand spinach cooked,22,2.3,3.8,0.3,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
sesbania flower raw,1,0.012,0.2,0.095,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
spirulina dried,20,4.0,1.7,0.5,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
chinese cabbage pe tsai cooked,17,1.8,2.9,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
zucchini cooked,27,2.1,4.8,0.6,3.1,Contains nutrition,Depends on quantity,Maintain balanced diet
green olives pickled,4,0.073,0.1,0.4,0.051,Contains nutrition,Depends on quantity,Maintain balanced diet
lotus root raw,85,3.0,19.8,0.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
grape leaves,13,0.8,2.4,0.3,0.9,Contains nutrition,Depends on quantity,Maintain balanced diet
dill pickled cucumber,17,0.9,3.7,0.2,1.9,Contains nutrition,Depends on quantity,Maintain balanced diet
